Date,AAPL,AMGN,AMZN,CPRT,EL,GS,ILMN,MA,PAA,RIO,TEF,UPS
2012-02-27,75.11,67.44,178.53,5.71,57.8,116.23,51.4,42.14,41.26,58.61,17.31,76.77
2012-02-28,76.49,68.15,183.8,5.73,58.3,117.11,51.45,42.4,40.96,59.44,17.35,76.86
2012-02-29,77.49,68.01,179.69,6.22,58.54,115.14,51.25,42.0,41.35,56.93,17.09,76.99
2012-03-01,77.78,67.59,180.04,6.35,58.65,121.13,51.1,42.04,42.08,57.27,17.25,76.89
2012-03-02,77.88,67.73,179.3,6.28,58.35,119.96,51.35,41.28,41.54,56.42,17.04,76.54
2012-03-05,76.17,67.23,180.26,6.27,58.85,118.63,50.88,41.76,41.18,54.23,16.97,76.32
2012-03-06,75.75,66.54,181.09,6.21,58.1,113.67,50.35,40.83,39.78,52.65,16.35,75.61
2012-03-07,75.81,66.95,183.77,6.28,58.39,116.4,50.46,41.17,40.06,53.05,16.31,76.0
2012-03-08,77.43,67.8,187.64,6.35,58.91,117.17,50.54,41.73,40.02,54.82,16.71,76.72
2012-03-09,77.88,68.01,184.32,6.4,59.07,117.29,50.12,41.95,40.07,54.67,16.51,77.16
2012-03-12,78.86,68.03,183.39,6.45,59.79,116.99,50.18,41.99,40.04,53.89,16.34,77.69
2012-03-13,81.16,68.91,184.59,6.59,61.74,124.54,50.34,42.32,39.57,56.02,16.62,78.37
2012-03-14,84.23,68.26,182.26,6.6,62.36,120.37,50.18,42.14,38.88,54.54,16.49,78.24
2012-03-15,83.65,68.26,184.43,6.62,63.38,123.06,49.97,41.96,39.17,55.96,16.65,78.94
2012-03-16,83.65,67.38,185.05,6.62,63.67,122.93,49.93,42.02,39.74,56.82,16.86,78.41
2012-03-19,85.87,68.05,185.52,6.6,62.83,124.3,49.63,42.51,39.88,57.15,17.19,81.11
2012-03-20,86.57,67.58,192.33,6.58,62.23,126.02,50.45,41.9,39.81,55.15,17.27,80.39
2012-03-21,86.07,67.05,191.73,6.59,62.76,125.99,50.11,41.79,39.82,54.59,17.06,80.51
2012-03-22,85.62,66.62,192.4,6.59,62.38,124.74,50.22,41.68,39.64,52.63,16.91,80.28
2012-03-23,85.15,66.66,195.04,6.61,62.25,126.18,50.46,42.4,39.7,53.74,16.86,79.71
2012-03-26,86.71,67.52,202.87,6.69,62.64,128.07,50.69,43.57,39.8,54.06,16.9,80.57
2012-03-27,87.78,67.81,205.44,6.64,62.57,126.33,50.2,43.07,39.66,53.75,16.66,80.39
2012-03-28,88.23,67.68,201.16,6.6,62.25,126.36,49.88,42.75,39.18,52.81,16.45,80.04
2012-03-29,87.12,67.32,204.61,6.56,62.23,123.76,52.4,42.82,38.61,54.44,16.29,79.85
2012-03-30,85.65,67.97,202.51,6.52,61.94,124.37,52.61,42.05,39.22,55.59,16.41,80.72
2012-04-02,88.38,68.11,198.05,6.52,62.39,124.9,51.37,43.2,39.67,57.25,16.48,80.67
2012-04-03,89.9,67.93,199.66,6.52,62.65,122.71,52.0,43.8,39.78,56.19,16.04,80.52
2012-04-04,89.19,67.85,193.99,6.42,62.34,119.96,52.28,43.09,39.51,54.16,15.65,79.86
2012-04-05,90.53,68.02,194.39,6.37,63.15,118.0,52.33,43.98,39.87,54.24,15.53,80.18
2012-04-09,90.89,67.02,191.87,6.33,62.16,117.02,52.62,43.93,39.56,54.2,15.49,79.19
2012-04-10,89.78,66.19,186.98,6.16,60.79,114.56,52.43,42.47,38.66,52.36,15.05,78.33
2012-04-11,89.46,66.73,187.97,6.29,60.95,115.93,52.57,43.0,39.16,53.05,15.4,78.79
2012-04-12,88.97,66.92,190.69,6.41,62.41,120.39,49.51,43.4,39.42,56.15,15.36,79.42
2012-04-13,86.46,65.59,188.46,6.41,62.96,115.09,47.17,44.05,39.6,54.88,14.81,79.56
2012-04-16,82.88,66.26,185.5,6.52,62.68,117.73,44.97,43.27,39.6,54.95,14.85,79.56
2012-04-17,87.1,67.35,188.39,6.58,63.27,116.86,44.0,43.84,39.76,56.2,15.15,80.3
2012-04-18,86.91,67.15,191.07,6.65,63.06,115.33,44.51,43.67,40.0,56.94,14.6,80.49
2012-04-19,83.92,67.13,191.1,6.59,62.78,113.6,44.06,43.68,40.08,56.44,14.24,79.86
2012-04-20,81.85,68.47,189.98,6.64,64.03,112.44,44.36,44.04,40.4,57.12,14.61,80.27
2012-04-23,81.67,68.29,188.24,6.56,62.5,111.75,43.9,43.03,40.41,54.7,14.23,79.03
2012-04-24,80.04,68.63,190.33,6.56,61.88,114.11,43.5,43.03,40.46,55.05,14.57,79.46
2012-04-25,87.14,70.19,194.42,6.61,64.63,113.98,44.28,44.51,40.28,56.59,14.91,79.65
2012-04-26,86.81,70.79,195.99,6.63,65.02,114.56,44.77,45.4,40.42,56.44,14.82,78.25
2012-04-27,86.14,71.64,226.85,6.66,65.23,114.41,44.48,45.76,40.83,56.96,15.06,78.44
2012-04-30,83.43,71.11,231.9,6.6,65.35,115.15,44.53,45.23,40.96,56.07,14.63,78.14
2012-05-01,83.16,70.69,230.04,6.61,64.01,115.33,45.92,45.59,41.16,57.03,14.72,78.47
2012-05-02,83.71,71.17,230.25,6.64,64.6,113.77,46.51,45.14,40.68,55.87,14.13,78.42
2012-05-03,83.12,70.91,229.45,6.6,64.15,111.53,45.83,44.24,40.36,54.01,14.09,78.07
2012-05-04,80.75,69.77,223.99,6.55,60.72,108.99,44.92,43.97,40.76,51.91,14.16,77.73
2012-05-07,81.35,69.61,225.16,6.57,61.6,110.04,45.95,43.61,40.13,52.04,14.59,77.8
2012-05-08,81.17,70.7,223.9,6.62,59.87,109.37,45.27,43.16,39.54,50.94,14.64,77.66
2012-05-09,81.31,69.62,222.98,6.58,59.22,107.29,44.71,42.28,39.35,50.67,14.3,77.15
2012-05-10,81.5,70.09,226.69,6.58,59.17,106.32,45.11,42.3,40.34,50.97,14.73,76.61
2012-05-11,80.96,70.78,227.68,6.62,58.16,102.13,44.66,42.24,40.46,50.05,14.19,76.43
2012-05-14,79.75,70.2,222.93,6.47,57.44,99.77,45.04,41.44,40.14,48.62,13.89,76.21
2012-05-15,79.02,70.68,224.39,6.55,56.47,99.87,44.57,41.45,40.12,46.57,12.54,76.08
2012-05-16,78.01,70.98,224.06,6.58,57.06,98.2,44.63,40.94,40.06,45.83,12.36,75.92
2012-05-17,75.73,70.54,218.36,6.52,55.08,97.08,43.24,39.86,39.36,44.85,12.35,74.81
2012-05-18,75.77,69.15,213.85,6.43,54.54,95.49,42.85,39.46,38.75,43.73,12.47,74.03
2012-05-21,80.18,69.32,218.11,6.56,55.06,96.51,43.85,41.06,39.38,45.37,12.6,74.64
2012-05-22,79.57,68.91,215.33,6.69,54.69,97.53,43.03,41.34,39.62,45.59,12.55,74.76
2012-05-23,81.51,68.38,217.28,6.75,54.65,98.04,43.46,41.71,39.32,45.14,12.08,75.0
2012-05-24,80.76,69.1,215.24,6.81,55.09,96.86,43.46,41.98,39.36,44.73,11.94,75.18
2012-05-25,80.33,69.05,212.89,6.76,54.96,96.7,43.84,41.4,39.76,43.95,11.98,74.94
2012-05-29,81.75,69.28,214.75,6.82,55.79,97.86,44.2,41.6,40.21,45.86,11.48,75.51
2012-05-30,82.74,69.59,209.23,6.89,55.75,94.61,44.33,41.16,40.1,43.63,11.05,74.61
2012-05-31,82.53,69.52,212.91,6.78,54.15,95.7,43.06,40.65,39.26,43.22,11.07,74.94
2012-06-01,80.14,67.75,208.22,6.48,52.43,92.64,41.91,39.18,38.44,42.7,11.17,73.25
2012-06-04,80.61,68.7,214.57,6.33,53.15,91.0,40.5,40.03,38.21,42.32,11.73,72.99
2012-06-05,80.4,68.44,213.21,6.24,54.16,92.21,40.98,40.82,38.82,42.92,11.54,72.8
2012-06-06,81.64,69.98,217.64,6.2,54.98,94.96,40.5,42.0,39.46,44.85,12.07,74.98
2012-06-07,81.67,69.1,218.8,6.16,54.87,94.0,39.33,41.57,39.24,46.57,11.81,75.47
2012-06-08,82.9,68.87,218.48,6.17,55.01,94.54,39.54,41.66,38.9,44.65,12.26,76.63
2012-06-11,81.6,67.79,216.5,6.08,54.68,92.8,38.82,41.38,38.97,43.72,12.01,75.83
2012-06-12,82.31,68.62,216.42,6.05,55.37,94.04,39.32,41.78,39.0,44.97,12.31,76.19
2012-06-13,81.74,68.82,214.73,5.96,54.31,92.72,39.56,40.98,38.8,44.51,12.24,76.27
2012-06-14,81.65,70.42,214.45,5.86,54.3,93.82,39.26,41.9,38.66,44.83,12.46,77.37
2012-06-15,82.02,71.29,218.35,5.82,55.07,95.66,39.81,42.67,38.38,46.34,12.52,77.53
2012-06-18,83.68,72.02,222.66,5.95,55.38,93.63,40.39,42.56,38.65,46.86,11.99,77.79
2012-06-19,83.92,73.02,224.03,6.02,56.55,96.37,41.26,42.76,39.49,48.05,12.5,78.16
2012-06-20,83.68,72.79,223.02,5.98,56.15,96.55,41.07,42.88,39.72,48.37,12.58,78.17
2012-06-21,82.52,71.65,220.58,5.86,54.49,93.9,38.91,42.12,39.25,45.85,12.36,77.1
2012-06-22,83.16,72.46,222.16,5.84,54.92,93.63,40.58,43.51,39.28,46.53,12.72,77.71
2012-06-25,81.54,71.38,220.07,5.73,53.89,91.22,39.84,42.85,38.96,44.69,12.11,76.44
2012-06-26,81.72,71.46,225.61,5.74,53.86,91.03,39.18,43.22,38.95,45.37,12.03,76.36
2012-06-27,82.07,72.37,225.62,5.73,53.9,93.27,39.93,43.19,39.24,45.43,12.15,76.79
2012-06-28,81.29,71.42,221.31,5.8,52.92,93.49,39.19,42.13,39.72,45.48,12.3,77.11
2012-06-29,83.43,72.91,228.35,5.92,54.12,95.86,40.39,43.01,40.4,47.81,13.1,78.76
2012-07-02,84.65,74.36,229.32,6.04,54.7,97.13,41.16,43.99,40.92,48.19,13.14,78.69
2012-07-03,85.63,75.16,229.53,6.09,55.19,98.6,41.1,44.18,40.78,49.47,13.24,79.47
2012-07-05,87.13,74.33,227.06,6.09,55.5,95.92,40.88,44.4,41.01,48.67,12.65,79.91
2012-07-06,86.55,73.85,225.05,6.03,54.65,95.47,40.2,44.16,41.22,48.08,12.17,79.37
2012-07-09,87.7,74.8,225.05,5.99,52.96,94.47,40.6,43.13,41.42,47.21,12.2,79.2
2012-07-10,86.89,74.93,219.5,5.97,51.51,94.25,39.9,42.02,41.7,46.33,12.1,78.58
2012-07-11,86.35,76.09,218.37,6.02,50.6,95.13,39.41,41.99,41.78,46.96,12.39,78.88
2012-07-12,85.56,75.81,215.36,6.02,50.56,94.02,39.93,42.42,41.84,45.59,11.96,78.59
2012-07-13,86.42,76.96,218.39,6.04,51.63,97.43,40.49,42.96,42.21,46.97,12.21,79.44
2012-07-16,86.7,77.26,216.01,5.98,51.39,97.68,40.85,43.69,42.64,46.42,12.04,79.17
2012-07-17,86.71,78.76,216.93,5.99,51.35,97.98,41.71,43.57,42.96,46.26,12.17,79.33
2012-07-18,86.61,79.62,217.47,6.1,52.59,96.51,42.54,43.68,42.84,45.75,12.19,80.21
2012-07-19,87.76,79.64,226.17,6.14,54.68,95.0,43.02,42.79,43.44,46.74,12.28,79.97
2012-07-20,86.33,77.77,228.29,6.1,53.21,94.16,42.71,42.32,44.0,45.33,11.24,78.45
2012-07-23,86.26,77.53,226.01,6.01,52.46,93.16,42.87,41.6,43.83,44.16,11.09,77.95
2012-07-24,85.85,76.38,223.04,5.91,52.4,94.47,41.52,40.99,43.28,43.38,10.46,74.34
2012-07-25,82.14,77.96,217.05,5.88,52.34,95.96,41.7,41.23,42.58,43.04,10.25,74.27
2012-07-26,82.13,79.3,220.01,5.97,53.7,98.06,41.1,42.38,42.98,44.19,10.82,74.87
2012-07-27,83.59,83.92,237.32,6.08,54.7,101.64,42.3,43.68,43.08,46.17,11.46,76.0
2012-07-30,85.0,83.46,236.09,5.99,53.83,100.88,42.36,44.12,43.32,46.29,11.36,76.23
2012-07-31,87.25,82.6,233.3,5.94,52.38,100.9,41.47,43.66,44.0,46.21,11.35,75.61
2012-08-01,86.69,81.82,232.09,5.9,52.38,100.09,41.91,42.72,43.05,46.54,11.36,75.15
2012-08-02,86.83,81.04,230.81,5.88,50.88,97.81,41.49,42.34,42.99,45.2,10.7,75.0
2012-08-03,87.96,82.21,234.97,6.02,53.09,100.98,42.13,42.41,43.1,47.59,11.44,75.76
2012-08-06,88.94,82.43,233.99,6.0,53.51,102.02,42.55,41.98,43.68,48.51,12.05,75.62
2012-08-07,88.7,81.57,236.56,6.09,54.42,103.24,43.63,41.64,43.22,48.81,12.42,76.09
2012-08-08,88.55,81.37,234.38,6.18,54.37,102.5,43.61,42.44,42.84,50.16,12.42,75.78
2012-08-09,88.68,81.97,234.06,6.25,55.26,103.6,42.96,42.59,42.78,50.43,12.31,76.03
2012-08-10,88.81,82.73,232.75,6.27,55.62,103.02,43.6,42.6,42.69,50.7,12.26,76.3
2012-08-13,90.0,82.23,232.44,6.31,55.01,103.61,42.0,42.56,42.58,50.35,12.31,76.15
2012-08-14,90.24,83.54,233.19,6.29,60.13,103.26,41.59,42.81,43.08,49.87,12.35,76.18
2012-08-15,90.12,83.65,237.42,6.36,60.93,103.13,41.65,42.71,43.51,47.71,12.4,76.58
2012-08-16,90.91,83.1,241.55,6.51,61.29,103.49,41.26,42.85,43.56,48.27,12.87,76.37
2012-08-17,92.59,83.38,241.17,6.5,61.61,103.6,40.74,42.68,43.93,47.52,13.06,76.49
2012-08-20,95.02,83.24,240.35,6.49,60.59,105.28,41.22,42.72,44.06,47.42,13.0,76.44
2012-08-21,93.72,83.11,239.45,6.48,60.36,105.32,41.74,42.33,43.79,47.64,13.12,75.9
2012-08-22,95.55,83.87,243.1,6.52,59.81,104.67,41.64,42.12,43.5,47.47,12.86,76.14
2012-08-23,94.66,83.66,241.2,6.54,59.53,104.08,41.67,41.83,43.24,46.55,12.72,75.68
2012-08-24,94.75,84.59,245.74,6.51,60.1,104.96,41.64,42.24,43.12,46.06,12.67,75.72
2012-08-27,96.53,84.43,243.92,6.52,59.81,105.12,41.76,42.34,43.08,45.41,12.7,75.26
2012-08-28,96.4,84.01,246.11,6.6,60.19,105.03,41.6,42.46,43.04,45.13,12.72,74.59
2012-08-29,96.21,83.72,247.12,6.64,60.15,105.53,42.29,42.58,42.9,43.86,12.56,74.3
2012-08-30,94.84,83.15,246.22,6.62,59.81,104.72,42.0,42.1,43.0,43.0,12.31,73.82
2012-08-31,95.03,83.92,248.27,6.68,59.95,105.72,42.08,42.29,43.26,43.83,12.56,73.81
2012-09-04,96.42,84.33,247.88,6.91,59.78,106.41,42.43,42.44,42.88,43.16,13.06,73.7
2012-09-05,95.75,84.08,246.22,6.88,59.59,109.94,42.17,42.21,43.06,43.35,13.02,71.94
2012-09-06,96.61,84.8,251.38,6.92,60.95,113.54,42.95,43.26,43.52,45.56,13.73,71.94
2012-09-07,97.21,83.96,259.14,6.81,61.0,116.33,45.37,43.62,43.43,48.64,14.22,72.6
2012-09-10,94.68,84.05,257.09,6.83,60.82,114.68,44.7,43.75,43.56,48.36,13.97,73.05
2012-09-11,94.37,83.94,255.67,6.95,60.22,116.69,44.92,44.29,43.46,49.33,14.34,73.54
2012-09-12,95.68,83.15,255.63,6.99,59.63,118.24,45.06,44.64,43.95,49.73,14.58,73.64
2012-09-13,97.57,83.32,260.24,6.98,60.6,120.67,46.48,45.53,44.51,51.27,14.74,74.73
2012-09-14,98.75,81.36,261.27,6.94,61.23,121.36,47.79,45.42,44.96,53.18,15.02,73.68
2012-09-17,99.97,82.09,258.0,6.94,60.99,119.9,47.7,45.35,45.17,51.68,14.93,74.23
2012-09-18,100.27,82.04,258.75,6.93,61.3,119.88,47.9,45.3,45.27,52.05,14.74,73.51
2012-09-19,100.3,81.71,261.68,6.84,61.57,119.02,47.68,45.19,45.35,51.42,14.75,74.27
2012-09-20,99.81,82.3,260.81,6.9,61.62,117.63,48.13,45.42,45.41,50.33,14.45,72.61
2012-09-21,100.01,82.03,257.47,6.89,61.82,116.72,48.48,45.95,45.32,49.42,14.54,71.88
2012-09-24,98.68,82.91,254.8,6.87,61.44,116.6,48.12,45.53,45.2,48.21,14.4,72.03
2012-09-25,96.22,83.81,252.46,6.85,61.4,113.5,47.48,45.15,44.57,46.92,14.27,72.07
2012-09-26,95.03,83.46,249.67,6.96,60.65,113.08,46.85,44.58,44.26,46.61,13.72,71.78
2012-09-27,97.33,84.24,256.59,6.94,61.67,115.23,46.98,45.22,44.28,47.43,13.84,72.02
2012-09-28,95.3,84.29,254.32,6.93,61.57,113.68,48.19,45.15,44.1,46.76,13.28,71.57
2012-10-01,94.2,85.08,252.01,6.86,63.16,116.86,49.03,45.69,44.88,47.09,13.29,72.01
2012-10-02,94.47,86.35,250.6,6.85,62.7,117.25,51.0,45.76,45.01,47.22,13.53,72.02
2012-10-03,95.92,86.8,255.92,6.84,63.3,117.91,51.42,47.38,45.63,46.81,13.44,73.39
2012-10-04,95.26,86.39,260.47,6.88,63.3,119.9,52.25,47.49,45.97,47.59,13.57,72.97
2012-10-05,93.23,86.94,258.51,6.86,64.0,119.31,51.79,47.53,46.3,47.82,13.7,73.1
2012-10-08,91.17,86.04,259.06,6.84,63.44,119.46,51.95,47.19,46.08,48.17,13.68,73.76
2012-10-09,90.84,85.43,250.96,6.78,62.54,119.63,50.87,46.49,45.68,48.31,13.13,73.02
2012-10-10,91.56,84.65,244.99,6.72,62.38,120.08,51.09,46.21,45.21,48.24,12.98,72.26
2012-10-11,89.7,84.61,244.22,6.72,63.16,121.99,52.23,47.26,44.93,49.25,13.04,72.3
2012-10-12,89.96,84.0,242.36,6.68,63.01,120.2,51.16,47.34,44.78,48.69,13.09,72.11
2012-10-15,90.68,86.22,244.18,6.68,63.43,124.5,48.07,47.58,44.94,48.34,13.14,72.59
2012-10-16,92.83,88.04,243.94,6.7,64.96,123.22,48.19,47.9,45.22,49.66,13.65,73.11
2012-10-17,92.09,89.2,247.49,6.82,64.5,124.92,47.91,48.3,45.4,51.96,14.18,73.29
2012-10-18,90.38,89.79,244.85,6.84,64.29,125.15,47.13,47.58,45.26,52.09,14.06,73.61
2012-10-19,87.12,87.16,240.0,6.79,62.93,123.62,46.68,47.01,44.84,51.0,13.65,72.3
2012-10-22,90.58,87.8,233.78,6.74,62.59,122.77,46.62,46.69,45.34,51.41,13.6,71.56
2012-10-23,87.62,87.32,234.31,6.72,62.19,119.0,45.19,45.99,45.3,49.91,13.32,73.73
2012-10-24,88.12,87.5,228.49,6.76,61.53,119.77,46.12,45.45,45.57,49.91,13.26,73.12
2012-10-25,87.08,88.05,222.92,6.84,61.3,119.72,47.6,44.94,46.13,50.38,13.12,73.2
2012-10-26,86.29,87.63,238.24,6.82,60.79,119.44,47.93,45.3,45.23,49.96,13.01,73.02
2012-10-31,85.05,86.49,232.89,7.2,61.62,122.39,47.5,46.09,45.38,49.98,13.14,73.25
2012-11-01,85.22,87.21,232.14,7.42,61.17,124.85,49.04,46.87,45.27,51.31,13.19,73.9
2012-11-02,82.4,86.45,232.42,7.25,60.03,123.25,47.93,46.94,45.49,51.12,13.13,73.48
2012-11-05,83.52,86.35,234.33,7.19,59.4,124.08,48.28,46.56,45.44,50.43,12.87,73.45
2012-11-06,83.26,87.29,237.56,7.27,59.78,126.25,47.68,47.18,46.76,51.21,13.03,73.57
2012-11-07,79.71,85.34,232.06,7.2,58.56,117.98,48.21,46.47,46.71,49.94,12.78,73.0
2012-11-08,76.82,84.74,227.35,7.18,57.31,115.27,48.21,46.18,46.6,49.18,12.61,72.59
2012-11-09,78.15,85.17,226.31,7.36,57.49,116.15,48.83,46.47,45.5,49.05,12.63,72.25
2012-11-12,77.55,85.52,226.47,7.37,57.45,117.24,48.22,47.0,44.06,49.02,12.58,72.3
2012-11-13,77.56,85.77,226.6,7.42,56.96,116.47,48.7,47.12,43.97,48.6,12.7,71.86
2012-11-14,76.7,84.02,222.95,7.34,56.34,114.24,48.44,46.33,44.13,47.57,12.73,70.3
2012-11-15,75.09,84.15,220.6,7.26,56.41,115.44,48.26,45.72,43.59,47.36,12.77,70.33
2012-11-16,75.38,84.54,225.23,7.36,56.62,115.84,49.43,46.46,45.03,47.26,12.75,70.02
2012-11-19,80.82,85.4,229.71,7.4,57.7,118.3,50.07,47.87,45.73,48.14,12.94,71.44
2012-11-20,80.13,86.57,233.78,7.5,58.03,118.09,50.52,47.76,46.34,47.86,12.89,71.34
2012-11-21,80.24,86.65,238.03,7.56,58.5,117.7,51.69,47.94,46.24,47.95,12.93,71.4
2012-11-23,81.64,87.6,239.88,7.65,59.62,120.31,52.93,48.12,46.05,48.35,13.2,71.98
2012-11-26,84.22,87.28,243.62,7.46,59.32,120.94,51.17,48.0,45.95,48.13,13.19,72.58
2012-11-27,83.54,86.98,243.4,7.44,58.69,118.41,51.19,47.85,46.26,47.2,12.93,72.16
2012-11-28,83.28,87.04,247.11,7.47,58.05,119.33,51.18,48.15,46.33,47.42,12.98,72.71
2012-11-29,84.19,88.61,251.27,7.54,58.01,118.73,52.24,48.62,46.56,49.52,13.06,73.56
2012-11-30,83.61,88.8,252.05,7.54,58.25,117.79,53.71,48.87,46.58,49.8,13.03,73.11
2012-12-03,83.74,88.4,250.33,7.58,59.21,118.4,52.16,48.66,46.41,49.71,13.0,72.27
2012-12-04,82.26,88.33,252.49,7.57,59.06,116.58,51.76,48.34,45.52,50.29,13.04,73.04
2012-12-05,76.97,89.01,253.96,7.5,59.33,117.13,51.69,47.8,45.02,51.88,13.04,73.5
2012-12-06,78.18,88.54,253.37,7.51,59.77,117.2,51.89,48.09,44.99,51.88,13.04,72.93
2012-12-07,76.18,88.32,253.27,7.52,60.67,116.57,51.58,47.61,45.45,52.4,12.9,73.17
2012-12-10,75.69,89.74,247.77,7.56,60.09,117.01,52.15,47.96,45.68,53.03,12.74,73.68
2012-12-11,77.34,89.95,250.69,7.57,60.4,118.86,52.36,48.15,46.07,53.18,12.98,73.76
2012-12-12,77.0,90.17,251.76,7.53,60.4,118.09,53.22,48.34,45.16,53.49,13.12,73.43
2012-12-13,75.67,89.15,251.25,7.6,59.91,118.5,53.21,48.44,44.86,53.65,13.15,73.35
2012-12-14,72.83,89.2,249.19,7.55,60.93,119.36,51.22,48.23,44.81,54.92,13.32,72.85
2012-12-17,74.12,89.5,253.86,7.55,60.82,123.49,51.86,48.93,44.66,56.38,13.23,73.36
2012-12-18,76.27,89.29,260.4,7.62,60.9,127.77,51.85,49.29,45.5,58.22,13.39,75.05
2012-12-19,75.19,88.49,257.99,7.57,60.34,127.25,52.17,48.94,45.79,57.14,13.4,75.61
2012-12-20,74.53,88.41,261.5,7.6,59.99,129.72,56.22,49.85,46.06,57.16,13.46,75.13
2012-12-21,74.19,87.16,256.92,7.5,59.82,128.44,56.39,49.36,45.46,56.78,13.47,74.84
2012-12-24,74.31,87.4,258.62,7.46,58.95,127.54,56.1,49.5,45.22,56.54,13.34,74.64
2012-12-26,73.29,86.89,248.63,7.36,57.95,127.16,55.72,48.62,44.83,56.96,13.4,74.26
2012-12-27,73.58,86.15,248.31,7.39,58.45,126.67,55.41,48.79,44.58,57.38,13.53,73.91
2012-12-28,72.8,85.24,245.18,7.28,57.93,125.52,54.75,48.31,44.53,57.06,13.23,72.83
2012-12-31,76.02,86.2,250.87,7.38,59.86,127.56,55.59,49.13,45.24,58.09,13.49,73.73
2013-01-02,78.43,89.15,257.31,7.62,61.01,131.66,55.42,51.03,46.99,59.92,13.74,76.31
2013-01-03,77.44,88.59,258.48,7.56,62.23,130.94,55.55,51.1,47.2,58.48,13.55,76.38
2013-01-04,75.29,88.98,259.15,7.62,62.69,134.51,54.76,51.1,47.58,58.28,13.64,76.57
2013-01-07,74.8,88.53,268.46,7.71,62.0,134.26,50.9,51.95,48.26,57.7,13.61,76.35
2013-01-08,75.04,88.15,266.38,7.61,62.74,133.05,52.39,51.78,48.61,56.94,13.56,76.14
2013-01-09,73.87,88.67,266.35,7.72,62.49,134.32,52.53,53.24,49.12,57.2,14.08,77.0
2013-01-10,74.79,87.81,265.34,7.76,63.8,137.37,53.64,52.76,49.53,57.29,14.42,78.2
2013-01-11,74.33,86.96,267.94,7.92,64.13,137.13,52.68,52.87,49.89,55.65,14.59,77.92
2013-01-14,71.68,86.92,272.73,7.97,64.23,136.13,52.62,52.35,49.3,55.81,14.69,79.24
2013-01-15,69.42,85.08,271.9,7.96,64.34,135.59,51.62,52.28,49.11,56.03,14.6,79.33
2013-01-16,72.3,84.32,268.93,7.88,63.97,141.09,50.59,52.13,49.13,55.03,14.36,79.66
2013-01-17,71.81,83.94,270.48,7.92,64.23,141.01,51.59,52.34,49.62,54.82,14.53,79.79
2013-01-18,71.43,82.08,272.12,7.95,62.85,144.45,51.03,52.1,50.14,55.85,14.43,80.25
2013-01-22,72.11,83.29,270.19,8.0,62.81,145.95,50.75,51.98,51.02,56.52,14.41,80.68
2013-01-23,73.43,83.07,268.11,8.06,62.4,145.56,50.6,51.76,51.0,55.48,14.29,80.34
2013-01-24,64.36,82.62,273.62,8.09,62.54,144.96,50.95,52.23,51.06,55.83,14.35,82.14
2013-01-25,62.84,83.42,283.99,8.25,63.25,144.46,52.06,51.94,51.57,55.8,14.48,82.45
2013-01-28,64.26,85.59,276.04,8.48,63.14,144.15,51.62,51.41,52.51,54.87,14.52,82.51
2013-01-29,65.47,86.59,260.35,8.5,63.72,147.1,50.2,51.85,52.62,56.41,14.6,82.21
2013-01-30,65.26,85.38,272.76,8.46,62.87,147.15,50.87,51.6,52.2,55.89,14.54,81.23
2013-01-31,65.07,85.46,265.5,8.98,60.93,147.86,50.63,51.84,52.7,56.47,14.36,79.29
2013-02-01,64.8,86.3,265.0,8.95,62.72,149.9,51.5,51.87,52.55,58.0,14.21,79.97
2013-02-04,63.19,85.74,259.98,8.89,61.05,147.52,50.6,51.42,52.78,56.63,13.45,79.91
2013-02-05,65.41,86.53,266.89,9.12,64.71,150.45,51.0,52.07,52.69,56.79,13.74,80.8
2013-02-06,65.34,86.59,262.22,9.14,63.33,151.12,51.82,52.36,52.4,57.49,13.66,80.91
2013-02-07,66.89,85.22,260.23,9.0,63.14,150.26,51.3,51.96,52.23,57.28,13.43,81.8
2013-02-08,67.85,86.77,261.95,9.0,62.75,151.6,50.88,52.45,52.96,57.58,13.39,82.38
2013-02-11,68.56,84.92,257.21,8.96,61.78,152.24,50.25,52.08,53.7,57.47,13.25,82.69
2013-02-12,66.84,84.54,258.7,8.91,62.67,154.11,50.27,51.96,54.09,57.3,13.35,82.31
2013-02-13,66.72,84.94,269.47,8.94,63.3,154.52,49.76,51.92,54.32,58.37,13.48,82.5
2013-02-14,66.66,84.72,269.24,8.98,63.54,155.93,48.79,52.22,54.48,58.15,13.22,82.69
2013-02-15,65.74,83.61,265.09,9.08,63.11,154.99,48.73,52.31,53.84,57.77,12.86,83.48
2013-02-19,65.71,84.13,269.75,8.97,63.6,158.65,49.02,52.29,54.31,57.46,13.04,84.76
2013-02-20,64.12,84.65,266.41,8.74,63.71,155.18,48.81,51.29,53.7,55.26,12.68,83.81
2013-02-21,63.72,85.13,265.94,8.64,63.03,150.88,48.36,51.96,53.82,53.66,12.51,82.61
2013-02-22,64.4,86.82,265.42,8.6,63.31,154.09,49.03,52.38,53.99,53.57,12.81,82.94
2013-02-25,63.26,89.55,259.87,8.58,61.78,147.65,48.76,51.09,53.55,53.02,12.48,81.94
2013-02-26,64.14,89.47,259.36,8.64,62.33,148.0,48.79,50.97,54.38,53.3,12.43,81.94
2013-02-27,63.51,91.03,263.25,8.8,63.93,151.65,49.02,51.52,54.75,53.9,12.88,82.83
2013-02-28,63.06,91.55,264.27,8.54,64.1,149.76,50.13,51.78,54.75,53.64,13.02,82.65
