Date,AAPL,AMGN,AMZN,CPRT,EL,GS,ILMN,MA,PAA,RIO,TEF,UPS
2013-03-01,61.5,92.58,265.74,8.5,64.47,150.53,52.22,51.83,54.38,51.75,13.13,82.87
2013-03-04,60.01,92.73,273.11,8.37,64.89,152.18,52.65,52.14,54.59,50.48,13.61,82.93
2013-03-05,61.59,93.44,275.59,8.34,65.85,152.96,53.0,52.71,54.81,51.6,13.84,84.07
2013-03-06,60.81,93.27,273.79,8.38,65.92,154.13,53.24,52.76,54.0,51.39,13.77,84.43
2013-03-07,61.51,92.95,273.88,8.04,65.9,156.62,53.33,52.67,54.0,52.08,14.05,84.3
2013-03-08,61.67,93.0,274.19,7.96,65.7,152.98,53.77,52.92,54.34,51.14,14.5,84.44
2013-03-11,62.55,91.44,271.24,8.08,65.75,153.3,53.79,53.09,54.42,51.49,14.43,84.68
2013-03-12,61.2,91.75,274.13,8.05,65.83,151.85,53.27,52.32,54.35,51.4,14.33,84.53
2013-03-13,61.19,91.54,275.1,8.47,65.02,151.91,52.57,52.75,53.96,50.26,14.32,85.18
2013-03-14,61.79,92.18,265.74,8.53,65.02,154.02,52.74,52.72,53.88,49.84,14.96,85.63
2013-03-15,63.38,91.81,261.82,8.56,63.34,154.84,52.28,51.94,54.07,49.98,14.95,85.47
2013-03-18,65.1,90.39,257.89,8.59,62.44,151.95,52.18,51.5,54.01,49.27,14.51,85.43
2013-03-19,64.93,92.4,256.41,8.68,62.25,148.84,51.73,51.16,54.04,46.88,14.54,85.08
2013-03-20,64.58,94.05,257.28,8.63,63.75,150.13,52.89,51.86,54.89,47.49,14.76,84.03
2013-03-21,64.68,94.31,253.39,8.46,63.04,145.38,53.13,51.4,55.45,47.45,14.6,83.0
2013-03-22,65.99,96.56,257.75,8.52,63.89,146.6,52.98,51.75,56.16,47.45,14.8,84.76
2013-03-25,66.23,96.81,256.02,8.53,63.28,146.11,52.88,52.0,56.0,46.68,14.04,84.61
2013-03-26,65.88,98.66,260.31,8.58,63.99,146.54,53.88,53.55,56.11,47.15,13.69,85.04
2013-03-27,64.58,100.15,265.3,8.55,63.54,147.84,53.98,53.8,56.05,47.56,13.44,85.43
2013-03-28,63.24,102.51,266.49,8.57,64.03,147.15,53.98,54.11,56.48,47.08,13.51,85.9
2013-04-01,61.27,102.31,261.61,8.46,63.66,146.04,54.24,53.72,56.95,46.48,13.35,84.47
2013-04-02,61.4,106.4,263.32,8.4,65.28,146.68,54.53,54.06,56.58,46.21,13.51,83.92
2013-04-03,61.71,104.81,259.03,8.28,64.88,143.41,54.28,53.32,55.35,45.51,13.19,83.33
2013-04-04,61.1,105.88,259.08,8.35,64.53,142.99,54.93,53.42,55.27,45.86,13.44,83.67
2013-04-05,60.46,104.04,255.48,8.32,63.17,143.69,54.43,53.16,54.75,45.72,13.48,83.54
2013-04-08,60.89,105.1,258.95,8.35,64.39,143.82,55.23,53.44,56.23,45.97,13.53,83.23
2013-04-09,61.0,104.3,261.14,8.35,64.48,146.52,55.53,52.76,56.62,48.6,13.72,83.55
2013-04-10,62.24,108.26,264.77,8.52,65.49,149.46,57.27,53.44,56.29,48.27,14.05,84.56
2013-04-11,62.05,108.22,269.85,8.51,67.56,149.07,57.95,54.12,56.16,48.2,14.07,84.32
2013-04-12,61.4,111.57,272.87,8.44,68.24,149.12,57.84,53.3,55.89,47.59,14.14,84.14
2013-04-15,59.98,108.48,267.72,8.18,67.4,146.46,55.56,52.17,55.24,44.79,13.8,82.41
2013-04-16,60.89,110.85,272.34,8.32,67.89,144.1,57.86,53.16,56.34,45.67,13.92,83.22
2013-04-17,57.54,109.44,267.4,8.12,66.71,140.6,57.67,52.58,55.92,43.34,13.62,82.52
2013-04-18,56.01,107.46,259.42,8.02,67.21,138.6,56.33,52.1,56.06,43.89,13.63,82.37
2013-04-19,55.79,111.38,260.32,8.2,69.67,138.72,56.09,52.2,56.82,44.68,13.76,82.99
2013-04-22,56.95,113.42,263.55,8.31,69.59,139.52,55.12,52.21,56.81,44.55,14.01,83.26
2013-04-23,58.02,112.76,268.9,8.53,70.38,142.94,62.44,53.1,57.18,44.26,14.16,83.74
2013-04-24,57.92,104.93,268.78,8.53,68.82,143.93,62.66,53.2,57.6,46.1,14.42,83.5
2013-04-25,58.34,108.66,274.7,8.64,68.93,144.76,62.54,53.51,57.5,46.48,14.32,85.42
2013-04-26,59.6,108.38,254.81,8.65,68.88,144.11,62.61,53.53,56.98,45.54,14.28,85.71
2013-04-29,61.45,106.67,249.74,8.73,68.92,145.11,64.39,53.9,56.88,46.29,14.55,86.27
2013-04-30,63.25,104.21,253.81,8.81,69.35,146.07,64.69,55.29,57.42,46.06,14.57,85.84
2013-05-01,62.76,104.54,248.23,8.84,68.79,142.61,63.82,53.98,56.3,44.82,14.53,84.82
2013-05-02,63.65,105.59,252.55,8.84,70.6,143.67,64.95,54.55,56.65,45.04,14.56,85.33
2013-05-03,64.28,106.48,258.05,8.85,71.23,145.37,64.91,55.36,57.45,46.94,14.86,86.09
2013-05-06,65.82,104.83,255.72,8.85,70.0,148.45,66.23,54.77,57.26,47.29,14.71,87.04
2013-05-07,65.52,104.46,257.73,8.85,70.31,149.32,66.29,55.13,58.37,47.46,14.64,88.66
2013-05-08,66.26,105.07,258.68,8.79,70.01,150.26,67.07,55.37,58.88,48.54,14.69,89.03
2013-05-09,65.25,104.56,260.16,8.86,69.27,148.54,67.16,55.19,58.55,47.33,14.39,88.23
2013-05-10,64.71,106.72,263.63,9.0,71.05,149.1,69.98,55.51,59.34,46.97,14.38,88.34
2013-05-13,64.96,106.89,264.51,9.1,71.02,149.63,68.8,55.58,59.49,46.21,14.22,88.04
2013-05-14,63.41,107.94,268.33,9.23,71.8,154.52,70.74,56.97,58.69,45.33,14.26,88.4
2013-05-15,61.26,107.42,266.56,9.25,71.63,155.61,70.37,57.44,58.28,44.38,14.36,88.6
2013-05-16,62.08,104.97,264.12,9.17,70.78,154.47,69.65,57.01,57.78,43.76,14.27,87.85
2013-05-17,61.89,105.63,269.9,9.52,70.85,158.18,72.0,58.48,57.98,44.0,14.4,88.7
2013-05-20,63.28,102.18,267.63,9.3,71.46,158.9,73.08,58.33,58.0,44.57,14.21,88.55
2013-05-21,62.81,104.24,268.86,9.26,71.12,160.73,72.58,58.48,59.25,44.98,14.2,88.78
2013-05-22,63.05,104.53,262.96,9.15,70.14,159.34,70.69,57.67,59.2,44.89,13.95,88.14
2013-05-23,63.16,105.62,261.8,9.2,70.33,157.41,71.08,56.97,58.5,44.19,14.03,87.31
2013-05-24,63.59,105.91,261.74,9.22,70.95,158.72,70.31,57.15,58.3,43.54,13.89,86.83
2013-05-28,63.06,106.2,267.29,9.34,71.05,160.7,71.62,57.57,58.57,43.06,14.1,86.75
2013-05-29,63.56,104.39,265.53,9.22,69.21,162.87,71.09,57.3,57.58,43.36,14.08,86.34
2013-05-30,64.51,105.22,266.83,9.18,69.58,164.35,71.49,57.62,56.37,44.54,14.01,86.36
2013-05-31,64.25,100.53,269.2,8.6,67.78,162.08,70.32,57.02,56.18,42.72,13.65,85.9
2013-06-03,64.39,99.13,266.88,8.93,67.5,163.56,70.88,57.59,56.29,44.27,13.71,86.25
2013-06-04,64.19,97.29,265.7,8.87,67.47,161.68,69.89,56.82,55.6,44.05,13.72,85.96
2013-06-05,63.59,94.6,267.17,8.68,66.48,158.3,68.89,55.96,55.12,42.93,13.54,84.96
2013-06-06,62.64,97.49,267.83,8.6,65.97,159.68,69.23,56.5,55.92,43.38,13.7,84.76
2013-06-07,63.12,98.81,276.87,8.07,68.12,166.01,69.99,56.62,55.94,43.35,13.76,86.37
2013-06-10,62.7,98.31,281.07,8.05,67.6,167.49,69.73,56.58,56.11,42.55,13.58,86.35
2013-06-11,62.51,97.93,274.78,7.86,67.75,163.31,68.5,56.04,54.81,41.97,13.43,85.65
2013-06-12,61.74,96.37,271.67,7.68,67.42,161.86,67.47,55.8,54.88,42.09,13.48,85.51
2013-06-13,62.28,98.51,275.79,7.81,68.05,165.82,67.89,57.37,54.94,43.6,13.52,86.32
2013-06-14,61.44,97.42,273.99,7.77,68.41,162.92,67.99,57.12,55.06,43.31,13.28,85.91
2013-06-17,61.71,99.08,278.06,7.89,70.2,164.11,70.62,57.82,56.01,43.91,13.64,86.54
2013-06-18,61.68,101.5,281.76,7.98,69.72,164.15,71.69,58.44,56.76,44.1,13.74,87.43
2013-06-19,60.43,99.18,278.16,7.9,68.38,161.56,70.4,58.64,56.46,43.4,13.32,86.37
2013-06-20,59.55,96.28,273.44,7.78,65.51,155.41,69.26,57.27,54.66,41.67,12.96,84.89
2013-06-21,59.07,98.28,273.36,7.72,65.79,154.25,69.93,57.33,53.26,41.53,12.88,85.41
2013-06-24,57.51,96.14,270.61,7.54,64.74,150.78,72.16,56.26,53.58,40.34,12.6,85.27
2013-06-25,57.52,96.38,272.09,7.58,64.74,153.06,73.66,56.46,54.03,41.3,12.71,85.72
2013-06-26,56.87,99.6,277.57,7.61,65.64,151.66,74.69,57.0,54.78,41.1,12.89,86.42
2013-06-27,56.25,98.99,277.55,7.7,66.47,153.51,74.95,57.07,55.77,41.43,12.95,87.09
2013-06-28,56.65,98.66,277.69,7.7,65.77,151.25,74.84,57.45,55.81,41.08,12.81,86.48
2013-07-01,58.46,97.49,282.1,7.82,66.94,151.75,76.27,58.32,56.0,41.55,13.02,87.05
2013-07-02,59.78,96.06,283.73,7.84,67.45,150.92,73.44,58.31,55.52,40.69,12.66,86.61
2013-07-03,60.11,95.81,284.03,7.84,67.25,150.43,73.36,58.62,55.64,40.46,12.6,86.16
2013-07-05,59.63,97.64,285.88,7.99,67.93,153.24,75.28,59.5,55.64,39.9,12.73,87.54
2013-07-08,59.29,98.18,290.59,8.01,67.92,153.81,74.33,58.93,55.0,40.01,12.84,88.35
2013-07-09,60.34,98.33,291.53,8.03,66.59,156.94,74.04,59.36,55.0,40.78,12.86,89.73
2013-07-10,60.1,102.06,292.33,7.96,67.03,155.83,74.62,59.09,55.04,40.54,12.97,90.24
2013-07-11,61.04,103.26,299.66,8.04,68.06,157.71,76.0,60.1,56.34,43.34,13.24,91.45
2013-07-12,60.93,104.27,307.55,8.1,68.46,160.11,74.9,59.89,56.43,42.16,12.87,86.12
2013-07-15,61.06,104.45,306.57,8.12,67.44,163.0,75.64,59.59,57.38,42.28,13.01,85.48
2013-07-16,61.46,104.05,306.87,7.96,66.78,160.24,73.89,58.98,56.8,43.94,12.94,85.98
2013-07-17,61.47,104.31,308.69,8.2,66.33,161.5,74.38,59.34,56.5,44.58,12.81,86.65
2013-07-18,61.68,104.77,304.11,8.14,66.74,164.06,74.9,59.69,56.18,44.6,12.95,87.85
2013-07-19,60.71,109.39,305.23,8.12,67.57,164.36,74.31,59.33,56.39,44.35,12.97,88.08
2013-07-22,60.9,108.95,303.48,8.16,66.67,166.25,74.73,60.26,56.63,44.69,13.26,87.61
2013-07-23,59.86,106.62,301.06,8.13,64.95,166.26,73.77,59.8,55.84,46.1,13.53,87.51
2013-07-24,62.93,106.6,298.94,8.09,64.71,165.04,81.57,59.1,55.22,45.19,13.48,86.98
2013-07-25,62.64,109.51,303.4,8.1,65.29,165.91,80.86,59.9,55.11,45.14,13.87,86.83
2013-07-26,63.0,109.6,312.01,8.1,66.2,165.26,81.44,59.82,55.0,45.4,14.04,86.99
2013-07-29,63.97,109.37,306.1,8.05,66.0,163.17,80.9,59.7,54.71,45.31,13.92,86.81
2013-07-30,64.76,111.2,302.41,8.13,65.6,162.43,80.89,60.14,53.81,45.01,14.11,86.41
2013-07-31,64.65,108.29,301.22,8.13,65.65,164.03,79.82,61.06,53.24,44.99,14.19,86.8
2013-08-01,65.24,109.39,305.57,8.3,66.79,167.49,79.45,64.64,53.9,45.8,14.37,88.04
2013-08-02,66.08,109.06,304.21,8.3,66.89,167.62,77.28,64.56,52.83,46.2,14.43,87.92
2013-08-05,67.06,107.43,300.99,8.3,67.28,168.32,78.37,64.24,53.56,46.59,14.41,87.86
2013-08-06,66.46,105.22,300.75,8.2,67.43,164.78,79.02,65.4,54.53,45.82,14.23,87.95
2013-08-07,66.43,112.4,296.91,8.12,66.64,163.45,78.55,64.63,54.8,45.9,14.46,87.88
2013-08-08,65.86,110.38,295.74,8.2,66.0,162.84,78.29,64.58,55.66,47.43,14.63,88.12
2013-08-09,64.92,109.63,297.26,8.25,66.59,162.13,78.71,63.8,55.76,49.81,14.57,87.81
2013-08-12,66.77,108.21,296.69,8.3,66.58,161.69,78.72,63.07,54.25,49.74,14.5,87.77
2013-08-13,69.94,107.86,293.97,8.32,66.45,163.71,79.64,63.33,53.65,50.14,14.48,87.71
2013-08-14,71.21,106.64,291.34,8.28,65.13,163.34,79.85,63.0,53.14,49.61,14.4,87.45
2013-08-15,71.13,105.76,286.47,8.14,67.36,160.75,78.07,61.87,52.66,48.82,14.45,85.96
2013-08-16,71.76,104.91,284.82,8.11,67.25,160.66,77.04,61.82,52.34,48.37,14.61,86.05
2013-08-19,72.53,104.47,285.57,8.11,66.75,158.63,77.69,61.99,51.48,47.59,14.23,86.08
2013-08-20,71.58,105.6,287.09,8.18,66.86,159.56,78.54,62.24,52.18,47.73,14.15,86.3
2013-08-21,71.77,104.65,284.57,8.14,66.32,157.11,78.23,61.93,51.97,46.39,14.03,86.09
2013-08-22,71.85,106.29,289.73,8.24,67.27,159.41,79.73,62.11,52.05,47.43,14.27,86.96
2013-08-23,71.57,105.6,290.01,8.18,68.15,158.65,79.31,62.61,51.74,47.68,14.36,87.17
2013-08-26,71.85,113.75,286.21,8.19,67.27,157.9,79.73,61.52,51.6,47.42,14.3,87.2
2013-08-27,69.8,109.13,280.93,8.04,65.64,153.23,76.65,60.79,51.44,45.9,13.92,85.84
2013-08-28,70.13,109.2,281.58,8.04,65.38,152.97,77.21,61.06,50.9,46.2,13.88,85.64
2013-08-29,70.24,108.86,283.98,8.05,65.37,153.63,77.63,61.26,51.05,45.3,13.74,85.71
2013-08-30,69.6,108.94,280.98,7.94,65.36,152.13,77.84,60.61,50.56,45.11,13.56,85.58
2013-09-03,69.8,111.01,288.8,7.96,66.26,154.76,76.68,62.34,50.56,47.61,13.72,85.96
2013-09-04,71.24,113.02,293.64,8.02,67.31,155.74,77.69,62.34,49.78,48.33,13.85,86.55
2013-09-05,70.75,112.93,294.1,7.99,67.37,156.17,79.47,62.9,49.8,48.22,13.99,86.81
2013-09-06,71.17,111.01,295.86,8.08,67.58,156.66,79.14,63.66,50.47,48.11,14.2,86.76
2013-09-09,72.31,111.67,299.71,8.23,69.49,159.49,79.58,64.04,51.73,49.34,14.29,87.13
2013-09-10,70.66,111.16,300.36,8.36,68.97,165.14,80.91,65.15,51.74,50.82,14.51,88.07
2013-09-11,66.82,111.97,299.64,8.32,69.69,165.06,83.93,65.85,51.22,50.94,14.71,88.75
2013-09-12,67.53,113.46,298.86,8.34,70.33,163.35,83.52,66.75,51.08,50.24,14.78,88.59
2013-09-13,66.41,115.06,297.92,8.34,70.8,164.0,84.55,66.64,50.95,49.99,14.83,88.66
2013-09-16,64.3,117.18,296.06,8.32,71.11,167.03,85.34,67.1,50.43,50.25,14.97,89.59
2013-09-17,65.05,115.73,304.17,8.41,71.33,167.42,84.43,67.92,50.06,50.3,15.0,89.89
2013-09-18,66.38,117.52,312.03,8.37,72.17,168.06,83.25,68.76,51.1,51.89,15.43,90.97
2013-09-19,67.47,117.18,312.06,8.5,72.43,167.78,81.67,68.64,53.13,50.61,15.31,91.7
2013-09-20,66.77,116.85,316.34,8.44,71.75,169.75,80.94,68.57,53.62,49.36,15.13,91.55
2013-09-23,70.09,115.05,311.49,8.58,70.76,165.25,81.62,68.3,52.44,49.57,15.17,91.29
2013-09-24,69.87,114.78,314.13,8.52,71.51,162.97,80.96,68.54,52.4,49.15,15.13,91.26
2013-09-25,68.79,112.48,312.65,7.76,71.14,162.31,80.3,67.19,52.81,49.94,15.2,91.0
2013-09-26,69.46,112.85,318.12,7.75,70.74,162.29,82.23,67.76,53.24,50.25,15.45,91.8
2013-09-27,68.96,113.19,316.01,7.75,70.42,159.85,81.01,68.18,52.87,49.48,15.59,91.25
2013-09-30,68.11,111.92,312.64,7.95,69.9,158.21,80.83,67.28,52.66,48.76,15.48,91.37
2013-10-01,69.71,114.58,320.95,8.2,70.5,159.0,81.19,67.78,53.13,48.52,15.78,91.8
2013-10-02,69.94,113.06,320.51,8.29,70.41,158.67,80.71,67.63,53.02,49.08,16.03,91.28
2013-10-03,69.06,111.12,314.76,8.28,69.44,156.85,78.84,66.91,52.48,48.36,16.01,90.1
2013-10-04,69.0,112.91,319.04,8.27,69.98,156.55,81.19,67.33,52.03,48.59,16.29,91.0
2013-10-07,69.68,110.22,310.03,8.13,69.29,154.25,78.63,66.61,51.46,48.25,16.15,90.03
2013-10-08,68.71,107.76,303.23,8.01,68.71,153.05,75.58,65.39,50.72,47.66,16.06,88.93
2013-10-09,69.51,106.28,298.23,8.0,68.77,154.44,75.95,65.72,50.84,47.49,16.35,88.7
2013-10-10,69.95,109.92,305.17,8.1,70.63,158.01,78.0,67.86,51.21,48.63,16.8,90.28
2013-10-11,70.4,110.89,310.89,8.14,71.01,160.0,81.0,68.42,51.44,49.28,16.79,90.77
2013-10-14,70.86,111.58,310.7,8.22,71.65,159.46,81.2,68.91,51.27,50.02,16.96,90.36
2013-10-15,71.24,111.44,306.4,8.1,70.5,157.63,80.23,68.64,50.45,51.33,16.97,90.28
2013-10-16,71.59,114.28,310.49,8.12,70.99,162.25,82.62,69.55,49.8,51.33,17.24,91.33
2013-10-17,72.07,115.85,310.77,8.16,71.71,158.32,82.1,70.46,49.95,51.62,17.57,91.92
2013-10-18,72.7,114.92,328.93,8.14,72.05,158.69,81.43,71.52,50.55,51.87,17.74,93.0
2013-10-21,74.48,113.64,326.44,8.21,71.07,159.77,81.76,71.78,51.85,52.27,17.96,93.78
2013-10-22,74.27,116.21,332.54,8.17,71.93,159.25,90.05,71.87,52.0,52.87,18.02,93.77
2013-10-23,74.99,115.67,326.76,8.08,71.27,157.74,92.51,71.1,52.25,51.93,17.53,93.95
2013-10-24,75.99,116.2,332.21,8.11,71.39,159.96,92.81,72.47,52.68,52.26,17.69,94.49
2013-10-25,75.14,116.32,363.39,8.17,71.51,162.09,93.29,72.38,53.49,52.26,17.52,95.61
2013-10-28,75.7,118.33,358.16,8.17,71.56,161.45,92.76,72.99,52.31,51.8,17.63,97.77
2013-10-29,73.81,118.27,362.7,8.2,72.81,162.11,94.37,73.24,51.9,51.52,17.81,98.31
2013-10-30,74.98,116.88,361.08,8.08,71.38,162.05,93.02,72.57,51.37,51.11,17.44,98.28
2013-10-31,74.67,116.14,364.03,8.06,70.96,160.86,93.51,71.71,51.22,50.7,17.47,98.24
2013-11-01,74.29,118.69,359.0,8.0,69.94,162.05,95.71,73.75,50.93,51.17,16.88,98.22
2013-11-04,75.25,117.28,358.74,8.04,70.14,163.16,96.82,72.84,51.09,52.76,16.98,99.88
2013-11-05,75.06,115.14,358.89,7.9,70.75,161.95,95.44,73.64,51.68,53.2,16.76,100.3
2013-11-06,74.42,113.32,356.18,7.96,71.25,163.52,94.42,73.39,52.37,53.52,16.92,99.1
2013-11-07,73.21,111.03,343.56,7.79,70.32,159.64,92.99,72.13,51.15,52.58,16.23,98.59
2013-11-08,74.37,113.21,350.31,7.81,70.96,163.17,96.05,73.45,50.7,53.17,16.6,99.62
2013-11-11,74.15,113.17,354.38,7.87,70.9,163.84,96.2,74.12,50.81,52.41,16.62,99.28
2013-11-12,74.29,112.71,349.53,7.89,70.68,162.89,96.52,73.77,50.61,51.88,16.4,99.82
2013-11-13,74.38,113.53,356.22,7.9,73.03,162.94,95.31,73.55,50.92,51.86,16.63,101.04
2013-11-14,75.45,115.41,367.4,8.0,73.44,163.2,94.1,74.35,51.59,51.75,16.47,100.97
2013-11-15,75.0,114.98,369.17,8.14,73.67,164.4,93.53,75.23,52.23,52.5,16.58,100.94
2013-11-18,74.09,116.03,366.18,8.25,72.86,165.68,92.1,75.46,52.42,52.35,16.7,101.28
2013-11-19,74.22,115.46,364.94,8.13,72.56,166.6,91.36,74.7,51.19,52.25,16.55,100.72
2013-11-20,73.57,115.56,362.57,8.14,73.3,165.0,92.3,74.59,50.97,52.75,16.09,100.13
2013-11-21,74.45,112.25,368.92,8.22,74.01,167.07,98.85,74.7,51.47,52.21,16.31,101.13
2013-11-22,74.26,113.03,372.31,8.21,75.01,168.1,99.83,75.44,51.95,51.73,16.51,101.98
2013-11-25,74.82,113.96,376.64,8.12,74.32,169.48,98.35,75.65,52.19,51.15,16.35,101.22
2013-11-26,76.2,113.67,381.37,8.47,75.07,168.04,98.29,75.7,51.8,50.18,16.46,102.29
2013-11-27,77.99,113.82,386.71,8.63,75.25,168.22,99.37,76.04,51.31,50.94,16.4,102.54
2013-11-29,79.44,114.08,393.62,8.61,74.96,168.94,98.0,76.08,51.57,53.05,16.43,102.38
2013-12-02,78.75,114.47,392.3,8.68,74.88,169.72,98.48,75.61,51.32,52.37,16.07,102.33
2013-12-03,80.9,113.45,384.66,8.81,74.49,168.05,97.29,75.41,50.96,52.38,15.92,101.9
2013-12-04,80.71,113.07,385.96,8.86,73.1,168.7,98.07,74.82,50.01,53.61,15.86,101.72
2013-12-05,81.13,113.35,384.49,8.82,72.73,165.56,97.65,75.15,49.27,53.12,15.66,101.63
2013-12-06,80.0,114.12,386.95,8.94,73.71,167.21,99.25,75.85,50.0,53.84,15.77,102.43
2013-12-09,80.92,113.98,384.89,8.91,73.89,167.67,101.33,75.89,49.93,53.87,15.7,102.34
2013-12-10,80.79,114.1,387.78,8.84,73.6,169.73,99.97,76.36,49.83,53.3,15.8,101.73
2013-12-11,80.19,113.05,382.19,8.8,73.82,167.6,99.26,79.06,49.03,52.08,15.57,100.87
2013-12-12,80.08,112.57,381.25,8.78,73.07,168.33,101.0,78.25,48.74,52.06,15.5,100.95
2013-12-13,79.2,112.16,384.24,8.82,72.64,168.39,102.43,78.8,48.58,51.78,15.45,101.38
2013-12-16,79.64,112.12,388.97,8.9,73.16,170.95,102.6,79.68,48.44,52.43,15.64,102.13
2013-12-17,79.28,111.0,387.65,8.88,72.75,170.49,102.0,79.8,48.3,53.01,15.52,101.98
2013-12-18,78.68,112.73,395.96,9.0,74.0,174.84,104.62,80.21,48.9,53.86,15.79,102.98
2013-12-19,77.78,112.6,395.19,8.91,73.91,174.77,103.51,80.54,49.57,53.69,15.82,103.18
2013-12-20,78.43,114.03,402.2,8.92,74.35,175.16,104.92,81.7,50.57,53.83,15.82,103.33
2013-12-23,81.44,113.2,402.92,9.0,74.76,176.47,107.38,81.51,51.17,54.03,15.91,103.96
2013-12-24,81.1,112.25,399.2,9.01,74.62,176.16,108.12,81.32,51.13,54.69,16.05,104.46
2013-12-26,80.56,114.36,404.39,9.02,74.64,176.45,108.66,82.19,51.55,54.75,16.11,104.67
2013-12-27,80.01,115.12,398.08,9.07,74.45,176.35,110.38,82.79,51.44,55.63,16.26,104.72
2013-12-30,79.22,115.49,393.37,9.14,75.04,175.73,110.2,83.33,51.97,56.19,16.29,104.92
2013-12-31,80.15,114.08,398.79,9.16,75.32,177.26,110.59,83.55,51.77,56.43,16.34,105.08
2014-01-02,79.02,115.8,397.97,9.15,73.71,176.89,110.34,83.41,51.52,55.4,15.8,103.32
2014-01-03,77.28,114.47,396.44,9.08,73.65,178.15,108.61,83.08,51.21,55.11,15.84,103.09
2014-01-06,77.7,113.48,393.63,9.08,74.08,179.37,108.87,82.67,50.83,53.54,15.88,101.75
2014-01-07,77.15,116.43,398.03,9.09,73.89,178.29,112.51,83.71,50.98,52.58,16.13,102.08
2014-01-08,77.64,115.88,401.92,9.06,73.08,178.44,113.97,83.68,50.69,52.43,16.2,102.0
2014-01-09,76.65,118.89,401.01,9.02,73.44,177.4,114.8,84.36,50.95,51.34,16.28,102.12
2014-01-10,76.13,117.99,397.66,9.08,74.05,178.39,116.67,83.48,50.87,51.94,16.67,102.52
2014-01-13,76.53,116.4,390.98,8.95,73.84,175.88,113.93,81.0,50.88,51.54,16.57,100.23
2014-01-14,78.06,117.72,397.54,9.03,73.74,176.6,121.51,82.17,50.98,52.2,16.82,100.93
2014-01-15,79.62,118.51,395.87,9.0,72.87,178.75,121.12,82.34,50.49,52.99,16.9,101.05
2014-01-16,79.18,119.03,395.8,8.94,72.19,175.17,125.26,82.55,50.27,54.89,16.85,100.49
2014-01-17,77.24,119.15,399.61,8.94,72.57,176.28,136.34,81.84,50.06,55.04,16.81,99.91
2014-01-21,78.44,119.25,407.05,8.98,72.18,173.2,141.2,81.85,50.68,53.28,16.78,98.57
2014-01-22,78.79,124.37,404.54,9.07,72.13,173.68,144.73,83.3,51.33,53.86,16.53,98.99
2014-01-23,79.45,123.6,399.87,8.94,70.47,170.75,144.1,82.36,51.96,53.25,16.43,97.94
2014-01-24,78.01,119.29,387.6,8.68,68.79,167.64,138.62,78.51,51.73,51.18,15.58,96.33
2014-01-27,78.64,118.52,386.28,8.64,68.56,164.69,140.25,76.05,50.83,51.95,15.46,95.17
2014-01-28,72.36,120.7,394.43,8.64,69.85,166.25,144.53,78.83,50.55,53.66,15.54,95.81
2014-01-29,71.54,119.17,384.2,8.56,68.54,163.9,146.67,77.7,49.4,53.19,15.45,95.33
2014-01-30,71.4,120.89,403.01,8.64,68.95,165.84,150.82,79.76,49.71,53.63,15.62,95.78
2014-01-31,71.51,118.95,358.69,8.57,68.74,164.12,152.0,75.68,50.49,53.15,15.36,95.23
2014-02-03,71.65,116.75,346.15,8.16,68.28,159.82,151.01,73.91,50.57,51.77,14.97,93.62
2014-02-04,72.68,115.78,347.95,8.35,69.19,161.76,151.59,73.12,50.7,53.07,15.02,93.89
2014-02-05,73.23,115.07,346.45,8.27,65.36,160.42,150.78,72.84,51.22,53.25,14.96,93.76
2014-02-06,73.22,116.07,354.59,8.36,66.8,161.75,150.06,74.9,51.6,54.94,15.33,94.74
2014-02-07,74.24,118.9,361.08,8.48,66.5,161.93,156.9,76.31,52.65,56.17,15.59,95.37
2014-02-10,75.57,120.3,360.87,8.48,66.39,161.0,161.74,76.35,52.65,55.41,15.36,94.73
2014-02-11,76.57,121.24,361.79,8.64,66.78,164.39,161.1,76.19,53.24,57.3,15.45,96.16
2014-02-12,76.56,122.21,349.25,8.68,66.88,163.5,158.94,75.97,53.32,57.99,15.32,96.03
2014-02-13,77.78,124.15,357.2,8.7,67.54,164.06,163.77,76.53,53.8,58.17,15.51,96.56
2014-02-14,77.71,123.84,357.35,8.57,67.98,163.72,164.33,77.39,53.97,58.9,15.51,97.24
2014-02-18,78.0,124.94,353.65,8.45,68.08,164.65,170.4,77.49,53.96,59.81,15.42,96.49
2014-02-19,76.77,123.35,347.38,8.57,67.39,163.26,170.16,76.65,53.61,59.8,15.47,95.18
2014-02-20,75.88,123.49,349.8,8.58,67.86,164.5,173.7,75.86,53.02,59.93,15.49,95.67
2014-02-21,75.04,123.85,346.76,8.67,67.65,164.5,174.05,75.7,53.0,59.69,15.51,96.11
2014-02-24,75.36,125.79,351.78,8.84,67.9,166.54,178.53,75.96,52.97,58.75,15.57,95.95
2014-02-25,74.58,124.36,358.32,8.8,67.48,163.48,179.54,76.74,53.78,56.85,15.57,95.45
2014-02-26,73.91,121.86,359.8,8.87,67.98,162.8,176.69,77.36,54.3,56.53,15.48,95.2
2014-02-27,75.38,123.08,360.13,9.09,67.6,165.38,178.11,77.76,54.21,57.68,15.36,95.55
2014-02-28,75.18,124.02,362.1,9.11,68.84,166.45,171.49,77.72,54.17,57.3,15.22,95.77
2014-03-03,75.39,123.69,359.78,9.04,68.56,164.74,172.98,76.73,54.37,55.76,15.03,95.78
